Goal ID,단계,영역,목표,짧은 Goal 프롬프트,상세 지시서,결과 문서,선행 Goal,완료 기준,프롬프트 글자 수
G4A-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드풀,Card pool schema validation,"HeadlessDCGO.Engine Goal G4A-001만 수행하라.
목표: Card pool schema validation
상세 지시서: docs/goal-specs/G4A-001_card_pool_schema_validation.md
선행 Goal: G3Z-001
결과 문서: docs/test-results/goals/G4A-001_card_pool_schema_validation_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: card pool 스키마 테스트 통과",docs/goal-specs/G4A-001_card_pool_schema_validation.md,docs/test-results/goals/G4A-001_card_pool_schema_validation_unit_test_results.md,G3Z-001,card pool 스키마 테스트 통과,399
G4A-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드풀,Effect binding coverage,"HeadlessDCGO.Engine Goal G4A-002만 수행하라.
목표: Effect binding coverage
상세 지시서: docs/goal-specs/G4A-002_effect_binding_coverage.md
선행 Goal: G4A-001
결과 문서: docs/test-results/goals/G4A-002_effect_binding_coverage_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: effect binding 커버리지 테스트 통과",docs/goal-specs/G4A-002_effect_binding_coverage.md,docs/test-results/goals/G4A-002_effect_binding_coverage_unit_test_results.md,G4A-001,effect binding 커버리지 테스트 통과,393
G4A-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드풀,Missing behavior report,"HeadlessDCGO.Engine Goal G4A-003만 수행하라.
목표: Missing behavior report
상세 지시서: docs/goal-specs/G4A-003_missing_behavior_report.md
선행 Goal: G4A-002
결과 문서: docs/test-results/goals/G4A-003_missing_behavior_report_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: missing behavior report 테스트 통과",docs/goal-specs/G4A-003_missing_behavior_report.md,docs/test-results/goals/G4A-003_missing_behavior_report_unit_test_results.md,G4A-002,missing behavior report 테스트 통과,397
G4B-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Blocker Jamming Reboot Piercing 포팅,"HeadlessDCGO.Engine Goal G4B-001만 수행하라.
목표: Blocker Jamming Reboot Piercing 포팅
상세 지시서: docs/goal-specs/G4B-001_blocker_jamming_reboot_piercing_포팅.md
선행 Goal: G4A-002
결과 문서: docs/test-results/goals/G4B-001_keyword_combat_batch1_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: combat 키워드1 테스트 통과",docs/goal-specs/G4B-001_blocker_jamming_reboot_piercing_포팅.md,docs/test-results/goals/G4B-001_keyword_combat_batch1_unit_test_results.md,G4A-002,combat 키워드1 테스트 통과,405
G4B-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Rush Blitz Retaliation ArmorPurge 포팅,"HeadlessDCGO.Engine Goal G4B-002만 수행하라.
목표: Rush Blitz Retaliation ArmorPurge 포팅
상세 지시서: docs/goal-specs/G4B-002_rush_blitz_retaliation_armorpurge_포팅.md
선행 Goal: G4B-001
결과 문서: docs/test-results/goals/G4B-002_keyword_combat_batch2_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: combat 키워드2 테스트 통과",docs/goal-specs/G4B-002_rush_blitz_retaliation_armorpurge_포팅.md,docs/test-results/goals/G4B-002_keyword_combat_batch2_unit_test_results.md,G4B-001,combat 키워드2 테스트 통과,409
G4B-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Barrier Decoy Save MaterialSave 포팅,"HeadlessDCGO.Engine Goal G4B-003만 수행하라.
목표: Barrier Decoy Save MaterialSave 포팅
상세 지시서: docs/goal-specs/G4B-003_barrier_decoy_save_materialsave_포팅.md
선행 Goal: G4B-002
결과 문서: docs/test-results/goals/G4B-003_keyword_protection_batch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: protection 키워드 테스트 통과",docs/goal-specs/G4B-003_barrier_decoy_save_materialsave_포팅.md,docs/test-results/goals/G4B-003_keyword_protection_batch_unit_test_results.md,G4B-002,protection 키워드 테스트 통과,411
G4B-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Alliance Raid Collision Partition 포팅,"HeadlessDCGO.Engine Goal G4B-004만 수행하라.
목표: Alliance Raid Collision Partition 포팅
상세 지시서: docs/goal-specs/G4B-004_alliance_raid_collision_partition_포팅.md
선행 Goal: G4B-003
결과 문서: docs/test-results/goals/G4B-004_keyword_attack_variant_batch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: attack variant 키워드 테스트 통과",docs/goal-specs/G4B-004_alliance_raid_collision_partition_포팅.md,docs/test-results/goals/G4B-004_keyword_attack_variant_batch_unit_test_results.md,G4B-003,attack variant 키워드 테스트 통과,423
G4B-005,Phase 4 - 개별 카드 효과와 카드풀 포팅,키워드 효과,Overclock Decode Link 계열 포팅,"HeadlessDCGO.Engine Goal G4B-005만 수행하라.
목표: Overclock Decode Link 계열 포팅
상세 지시서: docs/goal-specs/G4B-005_overclock_decode_link_계열_포팅.md
선행 Goal: G4B-004
결과 문서: docs/test-results/goals/G4B-005_keyword_special_batch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: special 키워드 테스트 통과",docs/goal-specs/G4B-005_overclock_decode_link_계열_포팅.md,docs/test-results/goals/G4B-005_keyword_special_batch_unit_test_results.md,G4B-004,special 키워드 테스트 통과,391
G4C-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,OnPlay OnDigivolve trigger 포팅,"HeadlessDCGO.Engine Goal G4C-001만 수행하라.
목표: OnPlay OnDigivolve trigger 포팅
상세 지시서: docs/goal-specs/G4C-001_onplay_ondigivolve_trigger_포팅.md
선행 Goal: G4A-002
결과 문서: docs/test-results/goals/G4C-001_onplay_ondigivolve_triggers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: on play digivolve 테스트 통과",docs/goal-specs/G4C-001_onplay_ondigivolve_trigger_포팅.md,docs/test-results/goals/G4C-001_onplay_ondigivolve_triggers_unit_test_results.md,G4A-002,on play digivolve 테스트 통과,407
G4C-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,WhenAttacking EndAttack trigger 포팅,"HeadlessDCGO.Engine Goal G4C-002만 수행하라.
목표: WhenAttacking EndAttack trigger 포팅
상세 지시서: docs/goal-specs/G4C-002_whenattacking_endattack_trigger_포팅.md
선행 Goal: G4C-001
결과 문서: docs/test-results/goals/G4C-002_attack_triggers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: attack 트리거 테스트 통과",docs/goal-specs/G4C-002_whenattacking_endattack_trigger_포팅.md,docs/test-results/goals/G4C-002_attack_triggers_unit_test_results.md,G4C-001,attack 트리거 테스트 통과,398
G4C-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,Deletion Trash Move trigger 포팅,"HeadlessDCGO.Engine Goal G4C-003만 수행하라.
목표: Deletion Trash Move trigger 포팅
상세 지시서: docs/goal-specs/G4C-003_deletion_trash_move_trigger_포팅.md
선행 Goal: G4C-002
결과 문서: docs/test-results/goals/G4C-003_delete_trash_move_triggers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: delete trash move 테스트 통과",docs/goal-specs/G4C-003_deletion_trash_move_trigger_포팅.md,docs/test-results/goals/G4C-003_delete_trash_move_triggers_unit_test_results.md,G4C-002,delete trash move 테스트 통과,408
G4C-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,Security trigger 포팅,"HeadlessDCGO.Engine Goal G4C-004만 수행하라.
목표: Security trigger 포팅
상세 지시서: docs/goal-specs/G4C-004_security_trigger_포팅.md
선행 Goal: G4C-003
결과 문서: docs/test-results/goals/G4C-004_security_triggers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: security 트리거 테스트 통과",docs/goal-specs/G4C-004_security_trigger_포팅.md,docs/test-results/goals/G4C-004_security_triggers_unit_test_results.md,G4C-003,security 트리거 테스트 통과,372
G4C-005,Phase 4 - 개별 카드 효과와 카드풀 포팅,트리거 효과,OptionUse Suspend Link trigger 포팅,"HeadlessDCGO.Engine Goal G4C-005만 수행하라.
목표: OptionUse Suspend Link trigger 포팅
상세 지시서: docs/goal-specs/G4C-005_optionuse_suspend_link_trigger_포팅.md
선행 Goal: G4C-004
결과 문서: docs/test-results/goals/G4C-005_option_suspend_link_triggers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: option suspend link 테스트 통과",docs/goal-specs/G4C-005_optionuse_suspend_link_trigger_포팅.md,docs/test-results/goals/G4C-005_option_suspend_link_triggers_unit_test_results.md,G4C-004,option suspend link 테스트 통과,418
G4D-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,수치/비용 변경,DP Cost SAttack modifiers 포팅,"HeadlessDCGO.Engine Goal G4D-001만 수행하라.
목표: DP Cost SAttack modifiers 포팅
상세 지시서: docs/goal-specs/G4D-001_dp_cost_sattack_modifiers_포팅.md
선행 Goal: G4C-005
결과 문서: docs/test-results/goals/G4D-001_dp_cost_sattack_modifiers_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: generic 수치/비용 변경 테스트 통과",docs/goal-specs/G4D-001_dp_cost_sattack_modifiers_포팅.md,docs/test-results/goals/G4D-001_dp_cost_sattack_modifiers_unit_test_results.md,G4C-005,generic 수치/비용 변경 테스트 통과,402
G4D-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,제한/불가 효과,Cannot and immunity effects 포팅,"HeadlessDCGO.Engine Goal G4D-002만 수행하라.
목표: Cannot and immunity effects 포팅
상세 지시서: docs/goal-specs/G4D-002_cannot_and_immunity_effects_포팅.md
선행 Goal: G4D-001
결과 문서: docs/test-results/goals/G4D-002_cannot_immunity_effects_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: cannot immunity 테스트 통과",docs/goal-specs/G4D-002_cannot_and_immunity_effects_포팅.md,docs/test-results/goals/G4D-002_cannot_immunity_effects_unit_test_results.md,G4D-001,cannot immunity 테스트 통과,403
G4D-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,디지볼브 관련,Digivolution requirement effects 포팅,"HeadlessDCGO.Engine Goal G4D-003만 수행하라.
목표: Digivolution requirement effects 포팅
상세 지시서: docs/goal-specs/G4D-003_digivolution_requirement_effects_포팅.md
선행 Goal: G4D-002
결과 문서: docs/test-results/goals/G4D-003_digivolution_requirement_effects_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: digivolution requirement 테스트 통과",docs/goal-specs/G4D-003_digivolution_requirement_effects_포팅.md,docs/test-results/goals/G4D-003_digivolution_requirement_effects_unit_test_results.md,G4D-002,digivolution requirement 테스트 통과,431
G4D-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,진화원 조작,Source add trash reveal effects 포팅,"HeadlessDCGO.Engine Goal G4D-004만 수행하라.
목표: Source add trash reveal effects 포팅
상세 지시서: docs/goal-specs/G4D-004_source_add_trash_reveal_effects_포팅.md
선행 Goal: G4D-003
결과 문서: docs/test-results/goals/G4D-004_source_manipulation_effects_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: source manipulation 테스트 통과",docs/goal-specs/G4D-004_source_add_trash_reveal_effects_포팅.md,docs/test-results/goals/G4D-004_source_manipulation_effects_unit_test_results.md,G4D-003,source manipulation 테스트 통과,419
G4E-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,AD1 card-specific batch 포팅,"HeadlessDCGO.Engine Goal G4E-001만 수행하라.
목표: AD1 card-specific batch 포팅
상세 지시서: docs/goal-specs/G4E-001_ad1_card_specific_batch_포팅.md
선행 Goal: G4D-004
결과 문서: docs/test-results/goals/G4E-001_ad1_card_effect_batch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: AD1 batch 테스트 통과",docs/goal-specs/G4E-001_ad1_card_specific_batch_포팅.md,docs/test-results/goals/G4E-001_ad1_card_effect_batch_unit_test_results.md,G4D-004,AD1 batch 테스트 통과,387
G4E-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,BT card-specific batch 포팅,"HeadlessDCGO.Engine Goal G4E-002만 수행하라.
목표: BT card-specific batch 포팅
상세 지시서: docs/goal-specs/G4E-002_bt_card_specific_batch_포팅.md
선행 Goal: G4E-001
결과 문서: docs/test-results/goals/G4E-002_bt_card_effect_batch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: BT batch 테스트 통과",docs/goal-specs/G4E-002_bt_card_specific_batch_포팅.md,docs/test-results/goals/G4E-002_bt_card_effect_batch_unit_test_results.md,G4E-001,BT batch 테스트 통과,383
G4E-003,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,EX card-specific batch 포팅,"HeadlessDCGO.Engine Goal G4E-003만 수행하라.
목표: EX card-specific batch 포팅
상세 지시서: docs/goal-specs/G4E-003_ex_card_specific_batch_포팅.md
선행 Goal: G4E-002
결과 문서: docs/test-results/goals/G4E-003_ex_card_effect_batch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: EX batch 테스트 통과",docs/goal-specs/G4E-003_ex_card_specific_batch_포팅.md,docs/test-results/goals/G4E-003_ex_card_effect_batch_unit_test_results.md,G4E-002,EX batch 테스트 통과,383
G4E-004,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,LM P ST card-specific batch 포팅,"HeadlessDCGO.Engine Goal G4E-004만 수행하라.
목표: LM P ST card-specific batch 포팅
상세 지시서: docs/goal-specs/G4E-004_lm_p_st_card_specific_batch_포팅.md
선행 Goal: G4E-003
결과 문서: docs/test-results/goals/G4E-004_lm_p_st_card_effect_batch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: LM P ST batch 테스트 통과",docs/goal-specs/G4E-004_lm_p_st_card_specific_batch_포팅.md,docs/test-results/goals/G4E-004_lm_p_st_card_effect_batch_unit_test_results.md,G4E-003,LM P ST batch 테스트 통과,403
G4E-005,Phase 4 - 개별 카드 효과와 카드풀 포팅,카드별 효과,Token and special cards batch 포팅,"HeadlessDCGO.Engine Goal G4E-005만 수행하라.
목표: Token and special cards batch 포팅
상세 지시서: docs/goal-specs/G4E-005_token_and_special_cards_batch_포팅.md
선행 Goal: G4E-004
결과 문서: docs/test-results/goals/G4E-005_token_special_card_effect_batch_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: token special 테스트 통과",docs/goal-specs/G4E-005_token_and_special_cards_batch_포팅.md,docs/test-results/goals/G4E-005_token_special_card_effect_batch_unit_test_results.md,G4E-004,token special 테스트 통과,413
G4F-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,선택 처리 대체,Card effect choice integration,"HeadlessDCGO.Engine Goal G4F-001만 수행하라.
목표: Card effect choice integration
상세 지시서: docs/goal-specs/G4F-001_card_effect_choice_integration.md
선행 Goal: G4E-005; G1E-005
결과 문서: docs/test-results/goals/G4F-001_card_effect_choice_integration_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: card effect choice 테스트 통과",docs/goal-specs/G4F-001_card_effect_choice_integration.md,docs/test-results/goals/G4F-001_card_effect_choice_integration_unit_test_results.md,G4E-005; G1E-005,card effect choice 테스트 통과,422
G4F-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,효과 순서,Card effect ordering integration,"HeadlessDCGO.Engine Goal G4F-002만 수행하라.
목표: Card effect ordering integration
상세 지시서: docs/goal-specs/G4F-002_card_effect_ordering_integration.md
선행 Goal: G4F-001
결과 문서: docs/test-results/goals/G4F-002_card_effect_ordering_integration_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: effect ordering 테스트 통과",docs/goal-specs/G4F-002_card_effect_ordering_integration.md,docs/test-results/goals/G4F-002_card_effect_ordering_integration_unit_test_results.md,G4F-001,effect ordering 테스트 통과,416
G4G-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,데이터-동작 연결,Card text to behavior audit,"HeadlessDCGO.Engine Goal G4G-001만 수행하라.
목표: Card text to behavior audit
상세 지시서: docs/goal-specs/G4G-001_card_text_to_behavior_audit.md
선행 Goal: G4F-002
결과 문서: docs/test-results/goals/G4G-001_card_text_behavior_audit_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: behavior audit 테스트 통과",docs/goal-specs/G4G-001_card_text_to_behavior_audit.md,docs/test-results/goals/G4G-001_card_text_behavior_audit_unit_test_results.md,G4F-002,behavior audit 테스트 통과,397
G4G-002,Phase 4 - 개별 카드 효과와 카드풀 포팅,커버리지,Card pool coverage threshold,"HeadlessDCGO.Engine Goal G4G-002만 수행하라.
목표: Card pool coverage threshold
상세 지시서: docs/goal-specs/G4G-002_card_pool_coverage_threshold.md
선행 Goal: G4G-001
결과 문서: docs/test-results/goals/G4G-002_card_pool_coverage_threshold_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: 커버리지 threshold 테스트 통과",docs/goal-specs/G4G-002_card_pool_coverage_threshold.md,docs/test-results/goals/G4G-002_card_pool_coverage_threshold_unit_test_results.md,G4G-001,커버리지 threshold 테스트 통과,403
G4Z-001,Phase 4 - 개별 카드 효과와 카드풀 포팅,단계 완료 게이트,Phase 4 aggregate result,"HeadlessDCGO.Engine Goal G4Z-001만 수행하라.
목표: Phase 4 aggregate result
상세 지시서: docs/goal-specs/G4Z-001_phase_4_aggregate_result.md
선행 Goal: G4G-002
결과 문서: docs/test-results/goals/G4Z-001_phase4_aggregate_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: Phase 5 착수 가능",docs/goal-specs/G4Z-001_phase_4_aggregate_result.md,docs/test-results/goals/G4Z-001_phase4_aggregate_unit_test_results.md,G4G-002,Phase 5 착수 가능,375
G5A-001,Phase 5 - AI/RL 어댑터,관측값,Observation schema 확정,"HeadlessDCGO.Engine Goal G5A-001만 수행하라.
목표: Observation schema 확정
상세 지시서: docs/goal-specs/G5A-001_observation_schema_확정.md
선행 Goal: G4Z-001
결과 문서: docs/test-results/goals/G5A-001_observation_schema_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: observation 스키마 테스트 통과",docs/goal-specs/G5A-001_observation_schema_확정.md,docs/test-results/goals/G5A-001_observation_schema_unit_test_results.md,G4Z-001,observation 스키마 테스트 통과,380
G5A-002,Phase 5 - AI/RL 어댑터,관측값,Hidden information masking,"HeadlessDCGO.Engine Goal G5A-002만 수행하라.
목표: Hidden information masking
상세 지시서: docs/goal-specs/G5A-002_hidden_information_masking.md
선행 Goal: G5A-001
결과 문서: docs/test-results/goals/G5A-002_hidden_information_masking_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: hidden masking 테스트 통과",docs/goal-specs/G5A-002_hidden_information_masking.md,docs/test-results/goals/G5A-002_hidden_information_masking_unit_test_results.md,G5A-001,hidden masking 테스트 통과,397
G5A-003,Phase 5 - AI/RL 어댑터,관측값,Vector schema normalization,"HeadlessDCGO.Engine Goal G5A-003만 수행하라.
목표: Vector schema normalization
상세 지시서: docs/goal-specs/G5A-003_vector_schema_normalization.md
선행 Goal: G5A-002
결과 문서: docs/test-results/goals/G5A-003_vector_schema_normalization_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: vector 스키마 테스트 통과",docs/goal-specs/G5A-003_vector_schema_normalization.md,docs/test-results/goals/G5A-003_vector_schema_normalization_unit_test_results.md,G5A-002,vector 스키마 테스트 통과,396
G5B-001,Phase 5 - AI/RL 어댑터,액션 인코딩,Legal action mask,"HeadlessDCGO.Engine Goal G5B-001만 수행하라.
목표: Legal action mask
상세 지시서: docs/goal-specs/G5B-001_legal_action_mask.md
선행 Goal: G5A-003
결과 문서: docs/test-results/goals/G5B-001_legal_action_mask_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: action mask 테스트 통과",docs/goal-specs/G5B-001_legal_action_mask.md,docs/test-results/goals/G5B-001_legal_action_mask_unit_test_results.md,G5A-003,action mask 테스트 통과,367
G5B-002,Phase 5 - AI/RL 어댑터,액션 인코딩,Action encode decode,"HeadlessDCGO.Engine Goal G5B-002만 수행하라.
목표: Action encode decode
상세 지시서: docs/goal-specs/G5B-002_action_encode_decode.md
선행 Goal: G5B-001
결과 문서: docs/test-results/goals/G5B-002_action_encode_decode_unit_test_results.md

규칙:
- 먼저 상세 지시서를 읽고 그 범위만 수행하라.
- 원본 DCGO/Assets 파일은 수정하지 말라.
- Goal 밖 작업과 다음 Phase 선행 작업을 하지 말라.
- 단위테스트와 결과 문서 없이는 완료로 말하지 말라.
- 완료 기준: action encode decode 테스트 통과",docs/goal-specs/G5B-002_action_encode_decode.md,docs/test-results/goals/G5B-002_action_encode_decode_unit_test_results.md,G5B-001,action encode decode 테스트 통과,385
