mapping_id,phase,category,asis_class,asis_function,asis_signature,asis_file,asis_location,asis_line,tobe_class,tobe_function,tobe_location,porting_method,status,notes
AFM-00979,Phase 4+,플레이어,Player,SetUpHatchObject,public void SetUpHatchObject(UnityAction OnClickHatchObjectAction),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,258,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00980,Phase 4+,플레이어,Player,SetDigitamaLibraryCountText,public void SetDigitamaLibraryCountText(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,323,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00981,Phase 4+,플레이어,Player,ShuffleAnimation,public IEnumerator ShuffleAnimation(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,403,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00982,Phase 4+,플레이어,Player,AlignHand,public void AlignHand(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,462,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00983,Phase 4+,플레이어,Player,SetOriginalPlayMat,public async Task SetOriginalPlayMat(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,552,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00984,Phase 4+,플레이어,Player,GetBattleAreaPermanents,public List<Permanent> GetBattleAreaPermanents(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,617,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00985,Phase 4+,플레이어,Player,GetBreedingAreaPermanents,public List<Permanent> GetBreedingAreaPermanents(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,640,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00986,Phase 4+,플레이어,Player,GetFieldPermanents,public List<Permanent> GetFieldPermanents(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,665,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00987,Phase 4+,플레이어,Player,GetBattleAreaDigimons,public List<Permanent> GetBattleAreaDigimons(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,683,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00988,Phase 4+,플레이어,Player,ShowWinCount,public void ShowWinCount(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,726,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00989,Phase 4+,플레이어,Player,HideWinCount,public void HideWinCount(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,731,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00990,Phase 4+,플레이어,Player,EffectList,public List<ICardEffect> EffectList(EffectTiming timing),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,830,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00991,Phase 4+,플레이어,Player,SetTurnStartTime,public void SetTurnStartTime(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,961,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00992,Phase 4+,플레이어,Player,SetFixedMemory,"public IEnumerator SetFixedMemory(int Memory, ICardEffect cardEffect)",Player.cs,DCGO/Assets/Scripts/Script/Player.cs,990,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00993,Phase 4+,플레이어,Player,CanAddMemory,public bool CanAddMemory(ICardEffect cardEffect),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1030,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00994,Phase 4+,플레이어,Player,AddMemory,"public IEnumerator AddMemory(int plusMemory, ICardEffect cardEffect)",Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1082,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00995,Phase 2,플레이어/메모리,Player,ExpectedMemory,public int ExpectedMemory(int memoryCost),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1149,PlayerRuleAdapter,ExpectedMemory,src/HeadlessDCGO.Engine/Headless/State/PlayerRuleAdapter.cs,직접포팅,PORTED,메모리 예상값
AFM-00996,Phase 4+,플레이어,Player,CanTapWhenAbsorbEvolution_CheckAvailability,"public bool CanTapWhenAbsorbEvolution_CheckAvailability(Permanent permanent, ICardEffect cardEffect)",Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1180,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00997,Phase 4+,플레이어,Player,CanTapWhenAbsorbEvolution,"public bool CanTapWhenAbsorbEvolution(Permanent permanent, ICardEffect cardEffect)",Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1250,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00998,Phase 4+,플레이어,Player,CanReduceCost,"public bool CanReduceCost(List<Permanent> targetPermanents, CardSource cardSource)",Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1330,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-00999,Phase 4+,플레이어,Player,MaxDP_DeleteEffect,"public int MaxDP_DeleteEffect(int maxDP, ICardEffect cardEffect)",Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1377,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01000,Phase 4+,플레이어,Player,CanIgnoreDigivolutionRequirement,"public bool CanIgnoreDigivolutionRequirement(Permanent targetPermanent, CardSource cardSource)",Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1422,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01001,Phase 2,플레이어/시큐리티,Player,CanAddSecurity,public bool CanAddSecurity(ICardEffect cardEffect),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1469,PlayerRuleAdapter,CanAddSecurity,src/HeadlessDCGO.Engine/Headless/State/PlayerRuleAdapter.cs,직접포팅,PORTED,시큐리티 추가 가능
AFM-01002,Phase 2,플레이어/시큐리티,Player,CanReduceSecurity,public bool CanReduceSecurity(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1521,PlayerRuleAdapter,CanReduceSecurity,src/HeadlessDCGO.Engine/Headless/State/PlayerRuleAdapter.cs,직접포팅,PORTED,시큐리티 감소 가능
AFM-01003,Phase 4+,플레이어,Player,isBattleAreaFrameID,public static bool isBattleAreaFrameID(int FrameID),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1557,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01004,Phase 4+,플레이어,Player,IsBattleAreaFrame,public bool IsBattleAreaFrame(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1561,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01005,Phase 4+,플레이어,Player,isBreedingAreaFrame,public bool isBreedingAreaFrame(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1566,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01006,Phase 4+,플레이어,Player,SetFramePermanent,public void SetFramePermanent(Permanent permanent),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1573,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01007,Phase 4+,플레이어,Player,GetFramePermanent,public Permanent GetFramePermanent(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1578,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01008,Phase 4+,플레이어,Player,IsEmptyFrame,public bool IsEmptyFrame(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1598,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01009,Phase 4+,플레이어,Player,AddClickTarget,public void AddClickTarget(UnityAction<FieldCardFrame> OnClickAction),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1603,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01010,Phase 4+,플레이어,Player,RemoveClickTarget,public void RemoveClickTarget(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1618,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01011,Phase 4+,플레이어,Player,OffFrame_Select,public void OffFrame_Select(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1633,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01012,Phase 4+,플레이어,Player,OnFrame_Select,public void OnFrame_Select(Color color),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1641,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01013,Phase 4+,플레이어,Player,GetLocalCanvasPosition,public Vector3 GetLocalCanvasPosition(),Player.cs,DCGO/Assets/Scripts/Script/Player.cs,1651,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01014,Phase 4+,플레이어,PlayerInfo,SetPlayerInfo,public void SetPlayerInfo(),PlayerInfo.cs,DCGO/Assets/Scripts/Script/PlayerInfo.cs,16,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01015,Phase 4+,플레이어,PlayerInfo,OffPlayerInfo,public void OffPlayerInfo(),PlayerInfo.cs,DCGO/Assets/Scripts/Script/PlayerInfo.cs,27,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01016,Phase 4+,플레이어,PlayerInfo,SavePlayerName,public void SavePlayerName(string text),PlayerInfo.cs,DCGO/Assets/Scripts/Script/PlayerInfo.cs,32,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01017,Phase 4+,플레이어,PlayerPrefsUtil,GetBool,"public static bool GetBool(string key, bool defaultValue)",PlayerPrefsUtil.cs,DCGO/Assets/Scripts/Script/PlayerPrefsUtil.cs,9,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01018,Phase 4+,플레이어,PlayerPrefsUtil,GetBool,public static bool GetBool(string key),PlayerPrefsUtil.cs,DCGO/Assets/Scripts/Script/PlayerPrefsUtil.cs,18,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01019,Phase 4+,플레이어,PlayerPrefsUtil,SetBool,"public static void SetBool(string key, bool value)",PlayerPrefsUtil.cs,DCGO/Assets/Scripts/Script/PlayerPrefsUtil.cs,23,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01020,Phase 4+,기타,PlayLog,OnClickLiogButton,public void OnClickLiogButton(),PlayLog.cs,DCGO/Assets/Scripts/Script/PlayLog.cs,44,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01021,Phase 4+,기타,PlayLog,SetUpPlayLog,public void SetUpPlayLog(),PlayLog.cs,DCGO/Assets/Scripts/Script/PlayLog.cs,57,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01022,Phase 4+,기타,PlayLog,OffPlayLog,public void OffPlayLog(),PlayLog.cs,DCGO/Assets/Scripts/Script/PlayLog.cs,87,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01023,Phase 1,Runtime And Lifecycle Mapping,PlayLog,Init,public void Init(),PlayLog.cs,DCGO/Assets/Scripts/Script/PlayLog.cs,107,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-01024,Phase 4+,기타,PlayLog,AddLogString,public void AddLogString(string logText),PlayLog.cs,DCGO/Assets/Scripts/Script/PlayLog.cs,119,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01025,Phase 4+,기타,PointerShine,OnPointerEnter,public void OnPointerEnter(PointerEventData eventData),PointerShine.cs,DCGO/Assets/Scripts/Script/PointerShine.cs,25,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01026,Phase 4+,기타,PointerShine,OnPointerExit,public void OnPointerExit(PointerEventData eventData),PointerShine.cs,DCGO/Assets/Scripts/Script/PointerShine.cs,30,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01027,Phase 4+,기타,RectTransformExtension,IsFullyVisibleFrom,"public static bool IsFullyVisibleFrom(this RectTransform rectTransform, Camera camera = null)",RectTransformExtension.cs,DCGO/Assets/Scripts/Script/RectTransformExtension.cs,45,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01028,Phase 4+,기타,RectTransformExtension,IsVisibleFrom,"public static bool IsVisibleFrom(this RectTransform rectTransform, Camera camera = null)",RectTransformExtension.cs,DCGO/Assets/Scripts/Script/RectTransformExtension.cs,60,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01029,Phase 1,Runtime And Lifecycle Mapping,ResizeWindow,Init,public void Init(),ResizeWindow.cs,DCGO/Assets/Scripts/Script/ResizeWindow.cs,14,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-01030,Phase 4+,기타,ResizeWindow,Open,public void Open(),ResizeWindow.cs,DCGO/Assets/Scripts/Script/ResizeWindow.cs,19,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01031,Phase 4+,기타,ResizeWindow,Off,public void Off(),ResizeWindow.cs,DCGO/Assets/Scripts/Script/ResizeWindow.cs,32,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01032,Phase 4+,기타,ResizeWindow,Close,public void Close(),ResizeWindow.cs,DCGO/Assets/Scripts/Script/ResizeWindow.cs,37,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01033,Phase 4+,기타,ResizeWindow,Close_,public void Close_(bool playSE),ResizeWindow.cs,DCGO/Assets/Scripts/Script/ResizeWindow.cs,42,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01034,Phase 4+,기타,ResizeWindow,SetUpWindowSize,public void SetUpWindowSize(string resolution),ResizeWindow.cs,DCGO/Assets/Scripts/Script/ResizeWindow.cs,61,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01035,Phase 4+,기타,ResizeWindow,SetFullScreen,public async void SetFullScreen(Toggle isFullScreen),ResizeWindow.cs,DCGO/Assets/Scripts/Script/ResizeWindow.cs,92,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01036,Phase 1,Runtime And Lifecycle Mapping,ResultObject,Init,public void Init(),ResultObject.cs,DCGO/Assets/Scripts/Script/ResultObject.cs,15,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-01037,N/A,UI/클라이언트,ResultObject,ShowResult,"public void ShowResult(Player Winner, bool Surrendered, string effectName = """")",ResultObject.cs,DCGO/Assets/Scripts/Script/ResultObject.cs,20,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01038,Phase 4+,기타,RoomManager,SetUpRoom,public void SetUpRoom(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,65,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01039,Phase 4+,기타,RoomManager,SetUpRoomCoroutine,public IEnumerator SetUpRoomCoroutine(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,70,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01040,Phase 4+,기타,RoomManager,CreateRoomCoroutine,public IEnumerator CreateRoomCoroutine(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,107,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01041,Phase 4+,기타,RoomManager,OnCreateRoomFailed,"public override void OnCreateRoomFailed(short returnCode, string message)",RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,172,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01042,Phase 1,Runtime And Lifecycle Mapping,RoomManager,Init,public IEnumerator Init(bool OnUnload),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,179,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-01043,Phase 4+,기타,RoomManager,ShowRoomInfo,public IEnumerator ShowRoomInfo(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,237,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01044,Phase 4+,기타,RoomManager,SignUpBattleDeck,public IEnumerator SignUpBattleDeck(DeckData deckData),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,252,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01045,Phase 4+,기타,RoomManager,CloseRoom,public void CloseRoom(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,292,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01046,Phase 4+,기타,RoomManager,CloseRoomCoroutine,public IEnumerator CloseRoomCoroutine(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,297,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01047,Phase 4+,기타,RoomManager,Off,public void Off(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,331,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01048,Phase 4+,기타,RoomManager,ReadyKey,public static string ReadyKey(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,338,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01049,Phase 4+,기타,RoomManager,OnClickGetReadyButton,public void OnClickGetReadyButton(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,350,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01050,Phase 4+,기타,RoomManager,AllPlayerIsReady,public bool AllPlayerIsReady(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,395,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01051,Phase 4+,기타,RoomManager,CheckPlayerState,public void CheckPlayerState(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,421,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01052,Phase 4+,기타,RoomManager,GoToBattleScene,public void GoToBattleScene(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,492,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01053,Phase 4+,기타,RoomManager,GetPlayers,public void GetPlayers(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,567,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01054,Phase 4+,기타,RoomManager,DestroyChildObject,public void DestroyChildObject(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,616,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01055,Phase 4+,기타,RoomManager,CheckReadyButton,public void CheckReadyButton(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,626,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01056,Phase 4+,기타,RoomManager,OnClickSelectBattleDeckButton,public void OnClickSelectBattleDeckButton(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,688,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01057,Phase 4+,기타,RoomManager,SetDeckInfoPanel,public async void SetDeckInfoPanel(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,780,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01058,Phase 4+,기타,RoomManager,OnClickCopyRoomIDButton,public void OnClickCopyRoomIDButton(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,801,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01059,Phase 4+,기타,RoomManager,Update,public void Update(),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,831,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01060,Phase 4+,기타,RoomManager,OnClickFirstPlayerIndexIDButton,public void OnClickFirstPlayerIndexIDButton(int firstPlayerIndexID),RoomManager.cs,DCGO/Assets/Scripts/Script/RoomManager.cs,872,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01061,Phase 1,Runtime And Lifecycle Mapping,SecurityBreakGlass,Init,public override void Init(Material material),SecurityBreakGlass.cs,DCGO/Assets/Scripts/Script/SecurityBreakGlass.cs,30,DcgoMatch,"DcgoMatch.InitializeAsync(MatchConfig, CancellationToken)",src/HeadlessDCGO.Engine/Headless/Runtime/DcgoMatch.cs:39,역할기반_재설계,PORTED,Top-level match initialization entry point.
AFM-01062,Phase 4+,기타,SecurityBreakGlass,Break,public override void Break(),SecurityBreakGlass.cs,DCGO/Assets/Scripts/Script/SecurityBreakGlass.cs,58,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01063,Phase 4+,기타,SecurityBreakGlass,ShowTransparentMatarial,public void ShowTransparentMatarial(),SecurityBreakGlass.cs,DCGO/Assets/Scripts/Script/SecurityBreakGlass.cs,63,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01064,Phase 4+,기타,SecurityBreakGlass,ShowBlueMatarial,public void ShowBlueMatarial(),SecurityBreakGlass.cs,DCGO/Assets/Scripts/Script/SecurityBreakGlass.cs,69,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01065,Phase 4+,기타,SecurityBreakGlass,BreakIenumerator,public override IEnumerator BreakIenumerator(),SecurityBreakGlass.cs,DCGO/Assets/Scripts/Script/SecurityBreakGlass.cs,117,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01066,N/A,UI/클라이언트,SecurityObject,OffShowSecurityAttackObject,public void OffShowSecurityAttackObject(),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,73,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01067,N/A,UI/클라이언트,SecurityObject,SetSecurityAttackObject,public void SetSecurityAttackObject(),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,81,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01068,N/A,UI/클라이언트,SecurityObject,SetSecurityOutline,public void SetSecurityOutline(bool isSelected),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,105,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01069,N/A,UI/클라이언트,SecurityObject,SetSecurity,public void SetSecurity(Player player),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,126,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01070,N/A,UI/클라이언트,SecurityObject,RemoveClickTarget,public void RemoveClickTarget(),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,144,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01071,N/A,UI/클라이언트,SecurityObject,AddClickTarget,public void AddClickTarget(UnityAction OnClickAction),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,153,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01072,N/A,UI/클라이언트,SecurityObject,OnClick,public void OnClick(),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,162,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01073,N/A,UI/클라이언트,SecurityObject,CheckFaceupSecurity,public void CheckFaceupSecurity(Player changedPlayer),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,168,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01074,N/A,UI/클라이언트,SecurityObject,OnDestroy,public void OnDestroy(),SecurityObject.cs,DCGO/Assets/Scripts/Script/SecurityObject.cs,176,,,,제외,EXCLUDED,UI/클라이언트 전용; Headless 제외
AFM-01075,Phase 4+,선택/Choice,SelectAppFusionEffect,SelectWheterToAppFusion,public IEnumerator SelectWheterToAppFusion(),SelectAppFusionEffect.cs,DCGO/Assets/Scripts/Script/SelectAppFusionEffect.cs,54,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01076,Phase 4+,선택/Choice,SelectAppFusionEffect,SelectLink,public IEnumerator SelectLink(Permanent targetPermanent),SelectAppFusionEffect.cs,DCGO/Assets/Scripts/Script/SelectAppFusionEffect.cs,109,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01077,Phase 4+,선택/Choice,SelectAppFusionEffect,AddToSources,public IEnumerator AddToSources(CardSource link),SelectAppFusionEffect.cs,DCGO/Assets/Scripts/Script/SelectAppFusionEffect.cs,220,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01078,Phase 4+,선택/Choice,SelectAssemblyClass,ResetSelectAssemblyClass,public void ResetSelectAssemblyClass(),SelectAssemblyClass.cs,DCGO/Assets/Scripts/Script/SelectAssemblyClass.cs,17,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01079,Phase 4+,선택/Choice,SelectAssemblyClass,AddDigivolutionCardInfos,public void AddDigivolutionCardInfos(AddDigivolutionCardsInfo digivolutionCardsInfo),SelectAssemblyClass.cs,DCGO/Assets/Scripts/Script/SelectAssemblyClass.cs,24,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01080,Phase 4+,선택/Choice,SelectAssemblyClass,SetExcludedCards,public void SetExcludedCards(List<CardSource> excluded),SelectAssemblyClass.cs,DCGO/Assets/Scripts/Script/SelectAssemblyClass.cs,29,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01081,Phase 4+,선택/Choice,SelectAssemblyClass,Select,public IEnumerator Select(CardSource card),SelectAssemblyClass.cs,DCGO/Assets/Scripts/Script/SelectAssemblyClass.cs,164,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01082,Phase 4+,선택/Choice,SelectAssemblyClass,AddDigivolutiuonCards,public IEnumerator AddDigivolutiuonCards(CardSource card),SelectAssemblyClass.cs,DCGO/Assets/Scripts/Script/SelectAssemblyClass.cs,282,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01083,Phase 4+,선택/Choice,SelectAssemblyClass,AddDigivolutiuonCardsByEffect,public IEnumerator AddDigivolutiuonCardsByEffect(CardSource card),SelectAssemblyClass.cs,DCGO/Assets/Scripts/Script/SelectAssemblyClass.cs,315,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01084,Phase 4+,선택/Choice,SelectAttackEffect,SetUpCustomMessage,"public void SetUpCustomMessage(string customMessage, string customMessage_Enemy)",SelectAttackEffect.cs,DCGO/Assets/Scripts/Script/SelectAttackEffect.cs,34,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
AFM-01085,Phase 4+,선택/Choice,SelectAttackEffect,SetCanNotSelectNotAttack,public void SetCanNotSelectNotAttack(),SelectAttackEffect.cs,DCGO/Assets/Scripts/Script/SelectAttackEffect.cs,40,,,,미정,UNMAPPED,함수 단위 TO-BE 매핑 미정
