port_file	original	port	what_differs
Permanent	Permanent.cs:670	Permanent.cs:4969	"AS-IS LinkedDP is a mutable int auto-property; the port reads it via static ReadLinkedDp off host ""linkedDp"" metadata [LinkedDpKey host metadata replacing LinkedDP field]"
Permanent	Permanent.cs:896	Permanent.cs:4974	"AS-IS LinkedMax is a full effect-folding property; the port ReadLinkedMax returns only the BASE (metadata override ""linkedMax"" else default 1), with the ChangeLinkedMax effect fold applied separately at the LinkedMax accessor (Permanent.cs:3042) [LinkedMaxKey base half; effect fold split out]"
Permanent	Permanent.cs:1306	Permanent.cs:4982	"AS-IS RemoveLinkedCard mutates LinkedCards/LinkedDP inline and trashes via CardObjectController.AddTrashCard; the port RemoveLinkCardAsync is the STORAGE half only (list rewrite + LinkedDP subtract + IZoneMover trash), matching AS-IS :1308-1319; the removeCount>0 SelectCardEffect branch lives in the instance RemoveLinkedCard wrapper, and AS-IS's ""//TODO event call"" no-window behavior is preserved [metadata rewrite + IZoneMover replacing LinkedCards.Remove/AddTrashCard]"
Permanent	Permanent.cs:1263	Permanent.cs:5023	"AS-IS AddLinkCard does LinkedCards.Insert(0,..)/LinkedDP += LinkDP/cardSources.Insert(1,..) inline; the port AttachLinkCard is the storage half (prepend id to ""linkedCardIds"", add LinkDP) as a static host-keyed metadata rewrite [metadata prepend replacing LinkedCards.Insert/LinkedDP +=]"
Permanent	Permanent.cs:1263	Permanent.cs:5042	WithLinked has no AS-IS counterpart by name; it is the metadata-writer that persists the linked-id list + linkedDp (removing both keys when empty) — the substrate persistence step for the AS-IS in-place LinkedCards/LinkedDP field mutation [metadata writer for LinkedCards/LinkedDP mutation]
Permanent	Permanent.cs:670	Permanent.cs:5059	ReadLinkMetadataInt has no AS-IS counterpart; it is a substrate int-coercion reader (int/long/string) over the metadata dictionary, needed because AS-IS int fields become boxed metadata values [metadata int coercion for LinkedDP/LinkedMax/LinkDP fields]
Permanent	Permanent.cs:1281	Permanent.cs:5080	EmitWhenLinkedAsync faithfully ports AS-IS AddLinkCard's WhenLinked emit (:1281-1290): same Hashtable payload {Permanent, CardEffect, Card, isFromDigimon}, single StackSkillInfos(hashtable, EffectTiming.WhenLinked); AS-IS Photon Hashtable + GManager.autoProcessing become System.Collections.Hashtable + AutoProcessing.For(context); null CardEffect via BareCauseEffect.ForOrNull [AutoProcessing.For(context).StackSkillInfos replacing GManager.instance.autoProcessing]
Permanent	Permanent.cs:896	Permanent.cs:4930	"The link-cluster key constants (LinkedCardIdsKey/LinkedDpKey/LinkedMaxKey ""linkedMax"", LinkDpKey ""linkDp"", DefaultLinkedMax=1) are substrate metadata keys standing in for the AS-IS live fields LinkedCards/LinkedDP/LinkedMax and CardSource.LinkDP; DefaultLinkedMax=1 mirrors the AS-IS LinkedMax default [metadata keys for LinkedCards/LinkedDP/LinkedMax/LinkDP fields]"
Permanent	Permanent.cs:3434	Permanent.cs:4869	The non-link metadata-key constants (SourceIdsKey, IsSuspendedKey, CanSuspendKey, CannotBeDeDigivolvedKey, DeletedBy*/PendingDeletion, PlaceToTrashDueToNoDpKey, IsPlayedOptionPermanentKey) are substrate metadata keys backing AS-IS bool fields/properties (IsSuspended, CanSuspend, ImmuneFromDeDigivolve static half, deletion markers, IsPlaceToTrashDueToNotHavingDP, IsPlayedOptionPermanent) that AS-IS held as live object state [instance-metadata keys for AS-IS bool fields]
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:3995-4187	ABSENT	The 10 Unity Show*/Hide*Effect methods (ShowUnsuspendEffect/ShowDeckBounceEffect/HideDeckBounceEffect/ShowHandBounceEffect/HideHandBounceEffect/ShowDeleteEffect/HideDeleteEffect/ShowWillRemoveFieldEffect/HideWillRemoveFieldEffect/ShowWillEvolutionEffect/HideWillEvolutionEffect) are purely visual GameObject/particle SetActive calls (willBeRemoveField only read, never mutated); no headless UI substrate, all omitted, referenced only in stripped-UI comments
Permanent	DCGO/Assets/Scripts/Script/Permanent.cs:1575	src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:5866	PermanentEffectLists/PermanentEffectListStore is the coherent SUBSTRATE backing for the 9 Until*Effects duration buckets (AS-IS settable list fields Permanent.cs:1575-1608); ConditionalWeakTable(context)->ConcurrentDictionary(instanceId) returns a stable per-(context,instanceId) instance so populated lists persist across calls (no fresh-empty-list loss)
